Level	Rule Name	Subject	Property	Value
WARN	multiple_asserted_superclasses	PATO:0000381	rdfs:subClassOf	PATO:0000911	
WARN	multiple_asserted_superclasses	PATO:0000460	rdfs:subClassOf	PATO:0000001	
WARN	multiple_asserted_superclasses	PATO:0000460	rdfs:subClassOf	PATO:0000069	
WARN	multiple_asserted_superclasses	PATO:0000586	rdfs:subClassOf	PATO:0000117	
WARN	multiple_asserted_superclasses	PATO:0000586	rdfs:subClassOf	PATO:0002305	
WARN	multiple_asserted_superclasses	PATO:0000587	rdfs:subClassOf	PATO:0000117	
WARN	multiple_asserted_superclasses	PATO:0000587	rdfs:subClassOf	PATO:0002303	
WARN	multiple_asserted_superclasses	PATO:0000911	rdfs:subClassOf	PATO:0000161	
WARN	multiple_asserted_superclasses	PATO:0000911	rdfs:subClassOf	PATO:0002302	
WARN	multiple_asserted_superclasses	PATO:0000912	rdfs:subClassOf	PATO:0000161	
WARN	multiple_asserted_superclasses	PATO:0000912	rdfs:subClassOf	PATO:0002304	
WARN	multiple_asserted_superclasses	PATO:0001551	rdfs:subClassOf	PATO:0001457	
WARN	multiple_asserted_superclasses	PATO:0001551	rdfs:subClassOf	PATO:0002304	
WARN	multiple_asserted_superclasses	PATO:0001552	rdfs:subClassOf	PATO:0001457	
WARN	multiple_asserted_superclasses	PATO:0001552	rdfs:subClassOf	PATO:0002302	
WARN	multiple_asserted_superclasses	PATO:0002001	rdfs:subClassOf	PATO:0001999	
WARN	multiple_asserted_superclasses	PATO:0002001	rdfs:subClassOf	PATO:0002303	
WARN	multiple_asserted_superclasses	PATO:0002002	rdfs:subClassOf	PATO:0002083	
WARN	multiple_asserted_superclasses	PATO:0002002	rdfs:subClassOf	PATO:0002305	
WARN	multiple_asserted_superclasses	PATO:0002051	rdfs:subClassOf	PATO:0000057	
WARN	multiple_asserted_superclasses	PATO:0002051	rdfs:subClassOf	PATO:0002304	
WARN	multiple_asserted_superclasses	PATO:0002052	rdfs:subClassOf	PATO:0000057	
WARN	multiple_asserted_superclasses	PATO:0002052	rdfs:subClassOf	PATO:0002302	
WARN	multiple_asserted_superclasses	PATO:0002302	rdfs:subClassOf	PATO:0001236	
WARN	multiple_asserted_superclasses	PATO:0002302	rdfs:subClassOf	PATO:0002301	
WARN	multiple_asserted_superclasses	PATO:0002303	rdfs:subClassOf	PATO:0001241	
WARN	multiple_asserted_superclasses	PATO:0002303	rdfs:subClassOf	PATO:0002301	
WARN	multiple_asserted_superclasses	PATO:0002304	rdfs:subClassOf	PATO:0001236	
WARN	multiple_asserted_superclasses	PATO:0002304	rdfs:subClassOf	PATO:0002300	
WARN	multiple_asserted_superclasses	PATO:0002305	rdfs:subClassOf	PATO:0001241	
WARN	multiple_asserted_superclasses	PATO:0002305	rdfs:subClassOf	PATO:0002300	
WARN	missing_definition	BFO:0000002	IAO:0000115		
WARN	missing_definition	BFO:0000002	IAO:0000600		
WARN	missing_definition	BFO:0000004	IAO:0000115		
WARN	missing_definition	BFO:0000004	IAO:0000600		
WARN	missing_definition	BFO:0000005	IAO:0000115		
WARN	missing_definition	BFO:0000005	IAO:0000600		
WARN	missing_definition	BFO:0000027	IAO:0000115		
WARN	missing_definition	BFO:0000027	IAO:0000600		
WARN	missing_definition	BFO:0000035	IAO:0000115		
WARN	missing_definition	BFO:0000035	IAO:0000600		
WARN	missing_definition	BFO:0000051	IAO:0000115		
WARN	missing_definition	BFO:0000051	IAO:0000600		
WARN	missing_definition	CARO:0000012	IAO:0000115		
WARN	missing_definition	CARO:0000012	IAO:0000600		
WARN	missing_definition	CL:0000000	IAO:0000115		
WARN	missing_definition	CL:0000000	IAO:0000600		
WARN	missing_definition	FBbt:00000001	IAO:0000600		
WARN	missing_definition	FBbt:00004113	IAO:0000600		
WARN	missing_definition	FBbt:00004508	IAO:0000600		
WARN	missing_definition	FBbt:00004856	IAO:0000600		
WARN	missing_definition	FBbt:00005093	IAO:0000600		
WARN	missing_definition	FBbt:00005155	IAO:0000600		
WARN	missing_definition	FBbt:00005162	IAO:0000600		
WARN	missing_definition	FBbt:00005168	IAO:0000115		
WARN	missing_definition	FBbt:00005168	IAO:0000600		
WARN	missing_definition	FBbt:00007001	IAO:0000600		
WARN	missing_definition	FBbt:00007002	IAO:0000600		
WARN	missing_definition	FBbt:00007016	IAO:0000115		
WARN	missing_definition	FBbt:00007016	IAO:0000600		
WARN	missing_definition	FBbt:00007230	IAO:0000600		
WARN	missing_definition	FBbt:00007234	IAO:0000600		
WARN	missing_definition	FBbt:00007235	IAO:0000115		
WARN	missing_definition	FBbt:00007235	IAO:0000600		
WARN	missing_definition	FBbt:00100313	IAO:0000600		
WARN	missing_definition	FBbt:10000000	IAO:0000600		
WARN	missing_definition	FBcv:0000002	IAO:0000600		
WARN	missing_definition	FBcv:0000006	IAO:0000115		
WARN	missing_definition	FBcv:0000006	IAO:0000600		
WARN	missing_definition	FBcv:0000007	IAO:0000115		
WARN	missing_definition	FBcv:0000007	IAO:0000600		
WARN	missing_definition	FBcv:0000008	IAO:0000600		
WARN	missing_definition	FBcv:0000316	IAO:0000600		
WARN	missing_definition	FBcv:0000324	IAO:0000600		
WARN	missing_definition	FBcv:0000325	IAO:0000600		
WARN	missing_definition	FBcv:0000347	IAO:0000115		
WARN	missing_definition	FBcv:0000347	IAO:0000600		
WARN	missing_definition	FBcv:0000348	IAO:0000600		
WARN	missing_definition	FBcv:0000349	IAO:0000600		
WARN	missing_definition	FBcv:0000350	IAO:0000600		
WARN	missing_definition	FBcv:0000351	IAO:0000600		
WARN	missing_definition	FBcv:0000352	IAO:0000600		
WARN	missing_definition	FBcv:0000353	IAO:0000600		
WARN	missing_definition	FBcv:0000354	IAO:0000600		
WARN	missing_definition	FBcv:0000355	IAO:0000600		
WARN	missing_definition	FBcv:0000356	IAO:0000600		
WARN	missing_definition	FBcv:0000357	IAO:0000600		
WARN	missing_definition	FBcv:0000358	IAO:0000600		
WARN	missing_definition	FBcv:0000359	IAO:0000600		
WARN	missing_definition	FBcv:0000360	IAO:0000600		
WARN	missing_definition	FBcv:0000361	IAO:0000600		
WARN	missing_definition	FBcv:0000362	IAO:0000600		
WARN	missing_definition	FBcv:0000363	IAO:0000600		
WARN	missing_definition	FBcv:0000364	IAO:0000600		
WARN	missing_definition	FBcv:0000365	IAO:0000600		
WARN	missing_definition	FBcv:0000366	IAO:0000600		
WARN	missing_definition	FBcv:0000367	IAO:0000600		
WARN	missing_definition	FBcv:0000368	IAO:0000600		
WARN	missing_definition	FBcv:0000369	IAO:0000600		
WARN	missing_definition	FBcv:0000370	IAO:0000600		
WARN	missing_definition	FBcv:0000371	IAO:0000600		
WARN	missing_definition	FBcv:0000372	IAO:0000600		
WARN	missing_definition	FBcv:0000373	IAO:0000600		
WARN	missing_definition	FBcv:0000374	IAO:0000600		
WARN	missing_definition	FBcv:0000375	IAO:0000600		
WARN	missing_definition	FBcv:0000376	IAO:0000600		
WARN	missing_definition	FBcv:0000377	IAO:0000600		
WARN	missing_definition	FBcv:0000378	IAO:0000600		
WARN	missing_definition	FBcv:0000379	IAO:0000600		
WARN	missing_definition	FBcv:0000380	IAO:0000600		
WARN	missing_definition	FBcv:0000381	IAO:0000600		
WARN	missing_definition	FBcv:0000382	IAO:0000600		
WARN	missing_definition	FBcv:0000383	IAO:0000600		
WARN	missing_definition	FBcv:0000384	IAO:0000600		
WARN	missing_definition	FBcv:0000385	IAO:0000600		
WARN	missing_definition	FBcv:0000386	IAO:0000600		
WARN	missing_definition	FBcv:0000387	IAO:0000115		
WARN	missing_definition	FBcv:0000387	IAO:0000600		
WARN	missing_definition	FBcv:0000388	IAO:0000600		
WARN	missing_definition	FBcv:0000389	IAO:0000600		
WARN	missing_definition	FBcv:0000390	IAO:0000600		
WARN	missing_definition	FBcv:0000391	IAO:0000600		
WARN	missing_definition	FBcv:0000392	IAO:0000600		
WARN	missing_definition	FBcv:0000393	IAO:0000600		
WARN	missing_definition	FBcv:0000394	IAO:0000600		
WARN	missing_definition	FBcv:0000395	IAO:0000600		
WARN	missing_definition	FBcv:0000396	IAO:0000600		
WARN	missing_definition	FBcv:0000397	IAO:0000600		
WARN	missing_definition	FBcv:0000398	IAO:0000600		
WARN	missing_definition	FBcv:0000399	IAO:0000600		
WARN	missing_definition	FBcv:0000400	IAO:0000600		
WARN	missing_definition	FBcv:0000401	IAO:0000600		
WARN	missing_definition	FBcv:0000402	IAO:0000600		
WARN	missing_definition	FBcv:0000403	IAO:0000600		
WARN	missing_definition	FBcv:0000404	IAO:0000600		
WARN	missing_definition	FBcv:0000405	IAO:0000600		
WARN	missing_definition	FBcv:0000406	IAO:0000600		
WARN	missing_definition	FBcv:0000407	IAO:0000600		
WARN	missing_definition	FBcv:0000408	IAO:0000600		
WARN	missing_definition	FBcv:0000409	IAO:0000600		
WARN	missing_definition	FBcv:0000410	IAO:0000600		
WARN	missing_definition	FBcv:0000411	IAO:0000600		
WARN	missing_definition	FBcv:0000412	IAO:0000600		
WARN	missing_definition	FBcv:0000413	IAO:0000600		
WARN	missing_definition	FBcv:0000414	IAO:0000600		
WARN	missing_definition	FBcv:0000415	IAO:0000600		
WARN	missing_definition	FBcv:0000416	IAO:0000600		
WARN	missing_definition	FBcv:0000417	IAO:0000600		
WARN	missing_definition	FBcv:0000418	IAO:0000600		
WARN	missing_definition	FBcv:0000419	IAO:0000600		
WARN	missing_definition	FBcv:0000420	IAO:0000600		
WARN	missing_definition	FBcv:0000421	IAO:0000600		
WARN	missing_definition	FBcv:0000422	IAO:0000600		
WARN	missing_definition	FBcv:0000423	IAO:0000600		
WARN	missing_definition	FBcv:0000424	IAO:0000600		
WARN	missing_definition	FBcv:0000425	IAO:0000600		
WARN	missing_definition	FBcv:0000426	IAO:0000600		
WARN	missing_definition	FBcv:0000427	IAO:0000600		
WARN	missing_definition	FBcv:0000428	IAO:0000600		
WARN	missing_definition	FBcv:0000429	IAO:0000600		
WARN	missing_definition	FBcv:0000430	IAO:0000600		
WARN	missing_definition	FBcv:0000431	IAO:0000600		
WARN	missing_definition	FBcv:0000432	IAO:0000600		
WARN	missing_definition	FBcv:0000433	IAO:0000600		
WARN	missing_definition	FBcv:0000434	IAO:0000600		
WARN	missing_definition	FBcv:0000435	IAO:0000600		
WARN	missing_definition	FBcv:0000436	IAO:0000600		
WARN	missing_definition	FBcv:0000438	IAO:0000600		
WARN	missing_definition	FBcv:0000439	IAO:0000600		
WARN	missing_definition	FBcv:0000440	IAO:0000600		
WARN	missing_definition	FBcv:0000441	IAO:0000600		
WARN	missing_definition	FBcv:0000442	IAO:0000600		
WARN	missing_definition	FBcv:0000443	IAO:0000600		
WARN	missing_definition	FBcv:0000444	IAO:0000600		
WARN	missing_definition	FBcv:0000445	IAO:0000600		
WARN	missing_definition	FBcv:0000446	IAO:0000600		
WARN	missing_definition	FBcv:0000447	IAO:0000600		
WARN	missing_definition	FBcv:0000448	IAO:0000600		
WARN	missing_definition	FBcv:0000449	IAO:0000600		
WARN	missing_definition	FBcv:0000450	IAO:0000600		
WARN	missing_definition	FBcv:0000451	IAO:0000600		
WARN	missing_definition	FBcv:0000665	IAO:0000600		
WARN	missing_definition	FBcv:0000668	IAO:0000600		
WARN	missing_definition	FBcv:0000669	IAO:0000600		
WARN	missing_definition	FBcv:0000670	IAO:0000600		
WARN	missing_definition	FBcv:0000671	IAO:0000600		
WARN	missing_definition	FBcv:0000672	IAO:0000600		
WARN	missing_definition	FBcv:0000679	IAO:0000600		
WARN	missing_definition	FBcv:0000680	IAO:0000600		
WARN	missing_definition	FBcv:0000681	IAO:0000600		
WARN	missing_definition	FBcv:0000682	IAO:0000600		
WARN	missing_definition	FBcv:0000683	IAO:0000600		
WARN	missing_definition	FBcv:0000684	IAO:0000600		
WARN	missing_definition	FBcv:0000686	IAO:0000600		
WARN	missing_definition	FBcv:0000698	IAO:0000600		
WARN	missing_definition	FBcv:0000699	IAO:0000600		
WARN	missing_definition	FBcv:0000700	IAO:0000600		
WARN	missing_definition	FBcv:0000701	IAO:0000600		
WARN	missing_definition	FBcv:0000702	IAO:0000600		
WARN	missing_definition	FBcv:0000703	IAO:0000600		
WARN	missing_definition	FBcv:0000705	IAO:0000600		
WARN	missing_definition	FBcv:0000706	IAO:0000600		
WARN	missing_definition	FBcv:0000707	IAO:0000600		
WARN	missing_definition	FBcv:0000708	IAO:0000600		
WARN	missing_definition	FBcv:0000709	IAO:0000600		
WARN	missing_definition	FBcv:0000713	IAO:0000600		
WARN	missing_definition	FBcv:0000716	IAO:0000600		
WARN	missing_definition	FBcv:0000717	IAO:0000600		
WARN	missing_definition	FBcv:0000718	IAO:0000600		
WARN	missing_definition	FBcv:0000719	IAO:0000600		
WARN	missing_definition	FBcv:0000720	IAO:0000600		
WARN	missing_definition	FBcv:0000721	IAO:0000600		
WARN	missing_definition	FBcv:0000723	IAO:0000600		
WARN	missing_definition	FBcv:0000724	IAO:0000600		
WARN	missing_definition	FBcv:0000725	IAO:0000600		
WARN	missing_definition	FBcv:0000734	IAO:0000600		
WARN	missing_definition	FBcv:0000791	IAO:0000600		
WARN	missing_definition	FBcv:0000792	IAO:0000600		
WARN	missing_definition	FBcv:0001324	IAO:0000600		
WARN	missing_definition	FBcv:0001325	IAO:0000115		
WARN	missing_definition	FBcv:0001325	IAO:0000600		
WARN	missing_definition	FBcv:0001347	IAO:0000600		
WARN	missing_definition	FBcv:0002000	IAO:0000600		
WARN	missing_definition	FBcv:0002001	IAO:0000600		
WARN	missing_definition	FBcv:0002002	IAO:0000600		
WARN	missing_definition	FBcv:0002003	IAO:0000600		
WARN	missing_definition	FBcv:0002004	IAO:0000600		
WARN	missing_definition	FBcv:0002005	IAO:0000600		
WARN	missing_definition	FBcv:0002006	IAO:0000600		
WARN	missing_definition	FBcv:0002007	IAO:0000600		
WARN	missing_definition	FBcv:0002008	IAO:0000600		
WARN	missing_definition	FBcv:0002009	IAO:0000600		
WARN	missing_definition	FBcv:0002010	IAO:0000600		
WARN	missing_definition	FBcv:0002011	IAO:0000600		
WARN	missing_definition	FBcv:0002012	IAO:0000600		
WARN	missing_definition	FBcv:0002013	IAO:0000600		
WARN	missing_definition	FBcv:0002014	IAO:0000600		
WARN	missing_definition	FBcv:0002015	IAO:0000600		
WARN	missing_definition	FBcv:0002019	IAO:0000600		
WARN	missing_definition	FBcv:0002020	IAO:0000600		
WARN	missing_definition	FBcv:0002021	IAO:0000600		
WARN	missing_definition	FBcv:0002022	IAO:0000600		
WARN	missing_definition	FBcv:0002023	IAO:0000600		
WARN	missing_definition	FBcv:0002024	IAO:0000600		
WARN	missing_definition	FBcv:0002025	IAO:0000600		
WARN	missing_definition	FBcv:0002026	IAO:0000600		
WARN	missing_definition	FBcv:0002027	IAO:0000600		
WARN	missing_definition	FBcv:0002030	IAO:0000600		
WARN	missing_definition	FBcv:0002031	IAO:0000600		
WARN	missing_definition	FBcv:0002032	IAO:0000600		
WARN	missing_definition	FBcv:0002033	IAO:0000600		
WARN	missing_definition	FBcv:0002034	IAO:0000600		
WARN	missing_definition	FBcv:0002035	IAO:0000600		
WARN	missing_definition	FBcv:0002036	IAO:0000600		
WARN	missing_definition	FBcv:0002037	IAO:0000600		
WARN	missing_definition	FBcv:0002038	IAO:0000600		
WARN	missing_definition	FBcv:0002039	IAO:0000600		
WARN	missing_definition	FBcv:0002040	IAO:0000600		
WARN	missing_definition	FBcv:0002041	IAO:0000600		
WARN	missing_definition	FBcv:0002042	IAO:0000600		
WARN	missing_definition	FBcv:0002050	IAO:0000600		
WARN	missing_definition	FBcv:0002051	IAO:0000600		
WARN	missing_definition	FBcv:0004000	IAO:0000600		
WARN	missing_definition	FBcv:0006000	IAO:0000600		
WARN	missing_definition	FBcv:0006001	IAO:0000600		
WARN	missing_definition	FBcv:0006002	IAO:0000600		
WARN	missing_definition	FBcv:0006003	IAO:0000115		
WARN	missing_definition	FBcv:0006003	IAO:0000600		
WARN	missing_definition	FBcv:0006004	IAO:0000600		
WARN	missing_definition	FBcv:0006005	IAO:0000600		
WARN	missing_definition	FBcv:0006006	IAO:0000600		
WARN	missing_definition	FBcv:0006007	IAO:0000115		
WARN	missing_definition	FBcv:0006007	IAO:0000600		
WARN	missing_definition	FBcv:0008000	IAO:0000115		
WARN	missing_definition	FBcv:0008000	IAO:0000600		
WARN	missing_definition	IAO:0000115	IAO:0000115		
WARN	missing_definition	IAO:0000115	IAO:0000600		
WARN	missing_definition	IAO:0000589	IAO:0000115		
WARN	missing_definition	IAO:0000589	IAO:0000600		
WARN	missing_definition	PATO:0000001	IAO:0000600		
WARN	missing_definition	PATO:0000014	IAO:0000600		
WARN	missing_definition	PATO:0000044	IAO:0000600		
WARN	missing_definition	PATO:0000047	IAO:0000600		
WARN	missing_definition	PATO:0000051	IAO:0000600		
WARN	missing_definition	PATO:0000052	IAO:0000600		
WARN	missing_definition	PATO:0000056	IAO:0000600		
WARN	missing_definition	PATO:0000057	IAO:0000600		
WARN	missing_definition	PATO:0000068	IAO:0000115		
WARN	missing_definition	PATO:0000068	IAO:0000600		
WARN	missing_definition	PATO:0000069	IAO:0000600		
WARN	missing_definition	PATO:0000070	IAO:0000600		
WARN	missing_definition	PATO:0000117	IAO:0000600		
WARN	missing_definition	PATO:0000140	IAO:0000600		
WARN	missing_definition	PATO:0000141	IAO:0000600		
WARN	missing_definition	PATO:0000161	IAO:0000600		
WARN	missing_definition	PATO:0000169	IAO:0000600		
WARN	missing_definition	PATO:0000186	IAO:0000600		
WARN	missing_definition	PATO:0000188	IAO:0000600		
WARN	missing_definition	PATO:0000273	IAO:0000600		
WARN	missing_definition	PATO:0000274	IAO:0000600		
WARN	missing_definition	PATO:0000277	IAO:0000600		
WARN	missing_definition	PATO:0000279	IAO:0000600		
WARN	missing_definition	PATO:0000380	IAO:0000600		
WARN	missing_definition	PATO:0000381	IAO:0000600		
WARN	missing_definition	PATO:0000383	IAO:0000600		
WARN	missing_definition	PATO:0000384	IAO:0000600		
WARN	missing_definition	PATO:0000422	IAO:0000600		
WARN	missing_definition	PATO:0000460	IAO:0000600		
WARN	missing_definition	PATO:0000462	IAO:0000600		
WARN	missing_definition	PATO:0000586	IAO:0000600		
WARN	missing_definition	PATO:0000587	IAO:0000600		
WARN	missing_definition	PATO:0000644	IAO:0000600		
WARN	missing_definition	PATO:0000645	IAO:0000600		
WARN	missing_definition	PATO:0000718	IAO:0000600		
WARN	missing_definition	PATO:0000719	IAO:0000600		
WARN	missing_definition	PATO:0000770	IAO:0000600		
WARN	missing_definition	PATO:0000888	IAO:0000600		
WARN	missing_definition	PATO:0000891	IAO:0000600		
WARN	missing_definition	PATO:0000892	IAO:0000600		
WARN	missing_definition	PATO:0000911	IAO:0000600		
WARN	missing_definition	PATO:0000912	IAO:0000600		
WARN	missing_definition	PATO:0000955	IAO:0000600		
WARN	missing_definition	PATO:0000956	IAO:0000600		
WARN	missing_definition	PATO:0001018	IAO:0000600		
WARN	missing_definition	PATO:0001236	IAO:0000600		
WARN	missing_definition	PATO:0001241	IAO:0000600		
WARN	missing_definition	PATO:0001291	IAO:0000600		
WARN	missing_definition	PATO:0001300	IAO:0000600		
WARN	missing_definition	PATO:0001434	IAO:0000600		
WARN	missing_definition	PATO:0001457	IAO:0000600		
WARN	missing_definition	PATO:0001551	IAO:0000600		
WARN	missing_definition	PATO:0001552	IAO:0000600		
WARN	missing_definition	PATO:0001555	IAO:0000600		
WARN	missing_definition	PATO:0001558	IAO:0000600		
WARN	missing_definition	PATO:0001564	IAO:0000600		
WARN	missing_definition	PATO:0001623	IAO:0000600		
WARN	missing_definition	PATO:0001695	IAO:0000600		
WARN	missing_definition	PATO:0001696	IAO:0000600		
WARN	missing_definition	PATO:0001739	IAO:0000600		
WARN	missing_definition	PATO:0001760	IAO:0000115		
WARN	missing_definition	PATO:0001760	IAO:0000600		
WARN	missing_definition	PATO:0001761	IAO:0000115		
WARN	missing_definition	PATO:0001761	IAO:0000600		
WARN	missing_definition	PATO:0001762	IAO:0000115		
WARN	missing_definition	PATO:0001762	IAO:0000600		
WARN	missing_definition	PATO:0001763	IAO:0000115		
WARN	missing_definition	PATO:0001763	IAO:0000600		
WARN	missing_definition	PATO:0001768	IAO:0000600		
WARN	missing_definition	PATO:0001769	IAO:0000600		
WARN	missing_definition	PATO:0001770	IAO:0000600		
WARN	missing_definition	PATO:0001862	IAO:0000600		
WARN	missing_definition	PATO:0001894	IAO:0000115		
WARN	missing_definition	PATO:0001894	IAO:0000600		
WARN	missing_definition	PATO:0001995	IAO:0000600		
WARN	missing_definition	PATO:0001999	IAO:0000600		
WARN	missing_definition	PATO:0002001	IAO:0000600		
WARN	missing_definition	PATO:0002002	IAO:0000600		
WARN	missing_definition	PATO:0002011	IAO:0000600		
WARN	missing_definition	PATO:0002051	IAO:0000600		
WARN	missing_definition	PATO:0002052	IAO:0000600		
WARN	missing_definition	PATO:0002062	IAO:0000115		
WARN	missing_definition	PATO:0002062	IAO:0000600		
WARN	missing_definition	PATO:0002083	IAO:0000600		
WARN	missing_definition	PATO:0002290	IAO:0000115		
WARN	missing_definition	PATO:0002290	IAO:0000600		
WARN	missing_definition	PATO:0002300	IAO:0000600		
WARN	missing_definition	PATO:0002301	IAO:0000600		
WARN	missing_definition	PATO:0002302	IAO:0000600		
WARN	missing_definition	PATO:0002303	IAO:0000600		
WARN	missing_definition	PATO:0002304	IAO:0000600		
